;VPNID;X.x;Sco1R_Nb_mots;Sco1R_titre;Sco1R_Signature;Sco1R_GP;Sco1R_Fid;Sco1R_unitThem;Sco1R_unitThemNbre;Sco1R_Destinataire;Sco1R_AncrTemp_Echelle;Sco1R_AncrTemp_occurences;Sco1R_ProgrChrono_Occ;Sco1R_ProgrChrono;Sco1R_AncrSpat;Sco1R_RéfSpat;Sco1R_Textual;Sco1R_Coh_verb;Sco1R_Description;Sco1R_Ponct;Sco1R_Maj;Sco1R_Synt;Sco1R_Genre;Sco1R_Nombre;Sco1R_Cas;Sco1R_Verbal;Sco1R_Dialekt;Sco1R_remarques;P1R_Nb_mots;P1R_titre;P1R_Signature;P1R_GP;P1R_Fid;P1R_unitThem;P1R_unitThemNbre;P1R_Destinataire;P1R_AncrTemp_Echelle;P1R_AncrTemp_occurences;P1R_ProgrChrono_Occ;P1R_ProgrChrono;P1R_AncrSpat;P1R_RéfSpat;P1R_Textual;P1R_Coh_verb;P1R_Description;P1R_Ponct;P1R_Maj;P1R_Synt;P1R_Genre;P1R_Nombre;P1R_Verbal;P1R_remarques;Sco2R_Nb_mots;Sco2R_titre;Sco2R_Signature;Sco2R_GP;Sco2R_Fid;Sco2R_unitThem;Sco2R_unitThemNbre;Sco2R_Destinataire;Sco2R_AncrTemp_Echelle;Sco2R_AncrTemp_occurences;Sco2R_ProgrChrono_Occ;Sco2R_ProgrChrono;Sco2R_AncrSpat;Sco2R_RéfSpat;Sco2R_Textual;Sco2R_Coh_verb;Sco2R_Description;Sco2R_Ponct;Sco2R_Maj;Sco2R_Synt;Sco2R_Genre;Sco2R_Nombre;Sco2R_Cas;Sco2R_Verbal;Sco2R_Dialekt;Sco2R_remarques;P2R_Nb_mots;P2R_titre;P2R_Signature;P2R_GP;P2R_Fid;P2R_unitThem;P2R_unitThemNbre;P2R_Destinataire;P2R_AncrTemp_Echelle;P2R_AncrTemp_occurences;P2R_ProgrChrono_Occ;P2R_ProgrChrono;P2R_AncrSpat;P2R_RéfSpat;P2R_Textual;P2R_Coh_verb;P2R_Description;P2R_Ponct;P2R_Maj;P2R_Synt;P2R_Genre;P2R_Nombre;P2R_Verbal;P2R_remarques;Sco3R_Nb_mots;Sco3R_titre;Sco3R_Signature;Sco3R_GP;Sco3R_Fid;Sco3R_unitThem;Sco3R_unitThemNbre;Sco3R_Destinataire;Sco3R_AncrTemp_Echelle;Sco3R_AncrTemp_occurences;Sco3R_ProgrChrono_Occ;Sco3R_ProgrChrono;Sco3R_AncrSpat;Sco3R_RéfSpat;Sco3R_Textual;Sco3R_Coh_verb;Sco3R_Description;Sco3R_Ponct;Sco3R_Maj;Sco3R_Synt;Sco3R_Genre;Sco3R_Nombre;Sco3R_Cas;Sco3R_Verbal;Sco3R_Dialekt;Sco3R_remarques;P3R_Nb_mots;P3R_titre;P3R_Signature;P3R_GP;P3R_Fid;P3R_unitThem;P3R_unitThemNbre;P3R_Destinataire;P3R_AncrTemp_Echelle;P3R_AncrTemp_occurences;P3R_ProgrChrono_Occ;P3R_ProgrChrono;P3R_AncrSpat;P3R_RéfSpat;P3R_Textual;P3R_Coh_verb;P3R_Description;P3R_Ponct;P3R_Maj;P3R_Synt;P3R_Genre;P3R_Nombre;P3R_Verbal;P3R_remarques;hkngroup;Schulsprache;zweiSprachig;Group;PartDef;X.y;Sco1A_Nb_mots;Sco1A_Lieu;Sco1A_Date;Sco1A_Appel;Sco1A_Salutation;Sco1A_Signature;Sco1A_GP;Sco1A_Objet;Sco1A_Raisons;Sco1A_TC;Sco1A_Articulation;Sco1A_Destinataire;Sco1A_Organisateurs;Sco1A_Coh_verb;Sco1A_Ponct;Sco1A_Maj;Sco1A_Synt;Sco1A_Genre;Sco1A_Nombre;Sco1A_Cas;Sco1A_Verbal;Sco1A_Dialekt;P1A_Nb_mots;P1A_Lieu;P1A_Date;P1A_Appel;P1A_salutation;P1A_Signature;P1A_GP;P1A_Objet;P1A_Raisons;P1A_TC;P1A_Articulation;P1A_Destinataire;P1A_Organisateurs;P1A_Coh_verb;P1A_Ponct;P1A_Maj;P1A_Synt;P1A_Genre;P1A_Nombre;P1A_Cas;P1A_Verbal;Sco2A_Nb_mots;Sco2A_Lieu;Sco2A_Date;Sco2A_Appel;Sco2A_Salutation;Sco2A_Signature;Sco2A_GP;Sco2A_Objet;Sco2A_Raisons;Sco2A_TC;Sco2A_Articulation;Sco2A_Destinataire;Sco2A_Organisateurs;Sco2A_Coh_verb;Sco2A_Ponct;Sco2A_Maj;Sco2A_Synt;Sco2A_Genre;Sco2A_Nombre;Sco2A_Cas;Sco2A_Verbal;Sco2A_Dialekt;P2A_Nb_mots;P2A_Lieu;P2A_Date;P2A_Appel;P2A_Psalutation;P2A_Signature;P2A_GP;P2A_Objet;P2A_Raisons;P2A_TC;P2A_Articulation;P2A_Destinataire;P2A_Organisateurs;P2A_Coh_verb;P2A_Ponct;P2A_Maj;P2A_Synt;P2A_Genre;P2A_Nombre;P2A_Cas;P2A_Verbal;Sco3A_Nb_mots;Sco3A_Lieu;Sco3A_Date;Sco3A_Appel;Sco3A_Salutation;Sco3A_Signature;Sco3A_GP;Sco3A_Objet;Sco3A_Raisons;Sco3A_TC;Sco3A_Articulation;Sco3A_Destinataire;Sco3A_Organisateurs;Sco3A_Coh_verb;Sco3A_Ponct;Sco3A_Maj;Sco3A_Synt;Sco3A_Genre;Sco3A_Nombre;Sco3A_Cas;Sco3A_Verbal;Sco3A_Dialekt;P3A_Nb_mots;P3A_Lieu;P3A_Date;P3A_Appel;P3A_salutation;P3A_Signature;P3A_GP;P3A_Objet;P3A_Raisons;P3A_TC;P3A_Articulation;P3A_Destinataire;P3A_Organisateurs;P3A_Coh_verb;P3A_Ponct;P3A_Maj;P3A_Synt;P3A_Genre;P3A_Nombre;P3A_Cas;P3A_Verbal
15;A_PLF_7;18;56;0;0;0;1;Récréée, copains, foot, confusion entre groupes pour jouer;4;0;0;NA;Alors, et après;2;1;0;1;3;2;0;2;2;0;9;NA;6;NA;NA;13;0;0;0;1;madeira, hotel, fogo;3;0;0;NA;0;0;1;0;1;3;2;1;1;2;0;0;1;NA;53;0;0;0;0;Il faisait beau, lac de Gérande, arrivé en sixième, courir, pique-nique, s'amuser, jouer;7;0;0;NA;NA;0;1;0;1;3;3;0;2;2;0;0;NA;5;;NA;23;0;0;0;1;escola, costura, fazer, camisola, x, falta;6;0;0;NA;0;0;1;0;1;1;2;0;0;2;0;0;3;NA;47;0;0;0;1;course d'ecole, Pont-Chalais, classement, classes, enfants, position, il faisait froid, courir, manche courte;9;0;2;la dernière course d'école, ce jour là;NA;0;1;0;3;2;2;1;1;1;0;2;NA;1;;"""j'ai du de courir"" du portugais?";40;0;0;0;1;sabado, jogo, ganhar, gols, contente, fim, festa, equipa;8;0;0;NA;no fim;1;0;0;0;3;2;0;1;2;0;1;1;NA;PLF;f;1;f1;1;18;34;0;0;0;0;0;0;1;3;4;1;0;1;1;0;2;2;0;0;NA;4;NA;20;0;0;0;0;0;0;1;3;4;0;0;1;1;1;2;1;0;0;NA;2;68;0;0;0;0;0;0;1;2;3;0;0;1;3;0;2;2;0;1;NA;10;NA;27;0;0;0;0;0;0;1;3;4;0;0;1;3;0;2;2;0;0;NA;4;46;0;0;0;0;0;0;1;3;4;2;0;2;1;1;2;4;0;0;NA;0;NA;34;0;0;0;0;0;0;1;3;4;1;1;2;1;1;2;3;0;0;NA;1
16;A_PLF_8;19;19;0;0;0;1;x, activités, prof, s'amuser;4;0;0;NA;NA;0;1;0;1;1;1;0;0;2;1;0;NA;2;NA;NA;16;0;0;0;1;feira de santa catarina, mão, carrossel;3;0;0;NA;0;0;1;0;1;1;2;1;1;2;0;0;3;NA;17;0;0;0;1;Course du soleil, lac de Gérande, dimanche;3;0;0;NA;NA;0;1;0;1;2;1;1;1;3;0;0;NA;3;;NA;29;0;0;0;1;Portugal, lago, madrinha, avó, padrinho, avião, comboio;7;0;0;NA;depois;1;1;0;1;1;3;1;0;1;0;0;3;NA;7;0;0;0;1;course d'école, 42è;2;0;0;NA;NA;0;0;0;0;1;1;1;2;1;0;0;NA;0;;NA;41;0;0;0;1;gostar, páscoa, ovos, brincar, comer, desserts, irmão, bolo, futebol;9;0;1;último dia;0;0;0;0;1;1;3;0;0;2;0;0;1;NA;PLF;f;1;f1;1;19;20;0;0;0;0;0;0;1;3;4;1;0;1;1;0;0;1;0;0;NA;3;NA;6;0;0;0;0;0;0;1;1;2;0;0;2;1;1;0;1;0;0;NA;1;19;0;0;0;0;0;0;1;3;4;0;0;2;1;1;1;1;0;0;NA;3;NA;13;0;0;0;0;0;0;1;3;4;0;0;1;1;1;1;1;0;0;NA;0;18;0;0;0;0;0;0;1;2;3;1;0;1;1;1;0;3;0;0;NA;0;NA;31;0;0;0;0;0;0;1;3;4;0;0;1;1;0;2;2;0;0;NA;1
17;A_PLF_9;20;58;0;0;0;1;École, jouer, mâitres, foot, match, manger, rentrer;7;0;1;Hier;Ensuite, après, et;3;1;0;2;3;2;0;2;2;0;2;NA;6;NA;NA;36;0;0;0;1;casa, viseu, familia, descansar, comissões, comer, noite, cama, falar;9;0;0;NA;e depois, ao meio da tarde, a noite ;3;1;0;1;3;2;0;2;2;0;0;1;"""transfert"" inadequat:""fazer as comissões"" (du FR: faire les comissions). En PT comission save dire autre chose.";84;1;0;1;1;École, maître, Crans-Montana, ski, montagne, se débrouiller, jeux, pistes;8;0;0;NA;Le premier jour, le deuxième jour, troisième jour;3;1;2;3;3;3;0;2;3;0;4;NA;2;;NA;34;0;0;0;1;montanha, ski, pai, cair, momento, bem, pistas, conseguir;8;0;0;NA;no inicio, depois, até ao fim;3;1;0;1;3;2;1;2;4;0;0;2;NA;71;0;0;0;1;31 mars, classe, pompiers, théorie, monsieur, s'endormir, extincteur, feu, bruler, utiliser, éteindre un feu;11;0;1;le lundi 31 mars;NA;0;1;0;2;3;3;2;2;4;0;1;NA;1;;NA;70;1;0;1;1;ferias, montanha, pai, x, pistas, saltos, pista vermelha, urso, cair, pista preta, cair, frio, carro, casa;14;0;0;NA;e depois, um bocado depois, e;3;1;0;1;3;3;1;2;3;0;0;2;NA;PLF;f;1;f1;1;20;47;0;0;1;1;0;2;1;1;2;3;1;2;3;2;1;2;1;0;NA;2;NA;33;0;0;1;0;0;1;1;1;2;2;1;3;3;1;2;4;0;0;NA;2;47;0;0;1;0;0;1;1;3;4;2;0;1;3;2;2;4;0;0;NA;2;NA;34;0;0;1;1;0;2;1;3;4;3;1;1;3;2;2;4;0;0;NA;1;70;0;0;1;1;0;2;1;3;4;3;1;3;1;1;2;4;1;0;NA;0;NA;41;0;0;1;0;0;1;1;3;4;2;1;2;2;2;2;4;1;1;NA;1
18;AA_PLF_1;21;31;0;0;0;1;Lausanne, musée, animaux, terre, question;5;0;0;NA;et (2);1;1;0;1;3;2;0;2;2;0;1;NA;2;NA;NA;38;0;0;0;1;praia, castelo, brincar, restaurante, gelado, piscina, tuebol, pai;8;0;0;NA;depois (4);1;1;0;1;1;2;1;1;3;0;0;0;NA;35;0;0;0;1;Course d'école, Pique-nique, musée, y;4;0;1;Ma dernière course d'école;Et (1);1;1;0;2;3;2;0;2;2;0;0;NA;3;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PLF;f;1;f1;1;5;39;0;0;1;1;0;2;1;3;4;2;1;1;1;0;2;3;0;1;NA;2;NA;40;0;0;1;0;0;1;1;3;4;3;1;2;3;1;2;4;0;0;NA;2;45;0;0;1;0;1;2;1;3;4;3;1;2;2;1;2;1;1;0;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19;AA_PLF_10;22;23;0;0;0;1;x, jeux;2;0;1;La dernière course d'école;et;1;1;0;2;3;3;0;2;2;0;0;NA;1;NA;NA;31;0;0;0;1;ultimo dia, corrida de motos, algarve, praia, brincar, jogar;6;0;0;NA;do inicio até o fim;1;1;0;1;1;3;0;1;2;0;0;3;NA;24;0;0;0;NA;École, boule blanche, train;3;0;0;NA;Et après (1);1;1;0;1;3;3;1;2;3;0;0;NA;1;;NA;16;0;0;0;1;futebol, computador, contente, férias;4;0;0;NA;0;0;0;0;0;1;3;0;0;2;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;35;0;1;1;1;Portugal, brincar, primo, cair, ter nada;5;0;0;NA;NA;0;1;0;1;3;2;1;2;2;0;0;0;NA;PLF;f;1;f1;1;22;28;0;0;1;0;1;2;1;3;4;1;0;1;3;0;2;2;0;0;NA;1;NA;25;0;0;1;0;1;2;1;3;4;2;1;1;3;1;2;3;0;0;NA;3;25;0;0;1;0;0;1;1;3;4;2;1;2;1;0;1;2;0;0;NA;1;NA;28;0;0;0;0;0;0;1;3;4;2;1;1;1;1;2;4;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;0;0;1;1;1;3;1;3;4;3;1;2;2;2;2;4;0;0;NA;0
20;AA_PLF_11;23;3;0;0;0;1;x;1;0;NA;NA;NA;0;0;0;NA;NA;NA;1;2;0;0;1;NA;0;NA;NA;26;0;0;0;1;aalgarve, golfinmos, espetãculo, familia;4;0;0;NA;NA;0;1;0;1;2;3;1;1;3;0;0;1;NA;12;0;0;0;1;Faire du pain, des jeux, minigolf;3;0;0;NA;NA;NA;0;0;0;1;1;1;2;1;0;0;NA;1;;Il n'a rien relaté. Texte au futur;10;0;0;0;1;parque, jogar, X;3;0;0;NA;0;0;1;0;1;0;1;0;2;0;0;0;0;NA;26;0;0;0;1;course d'école, montagne, classe, foot, manger;5;0;1;ma dernière course d'école;NA;0;1;0;2;2;2;0;1;2;0;0;NA;1;;NA;29;0;0;0;1;Portugal, futebol, con familiares, gol;3;0;0;NA;NA;0;1;0;1;1;2;1;1;3;0;0;3;NA;PLF;f;1;f1;1;6;27;0;0;0;0;0;0;1;3;4;0;0;1;1;0;1;3;0;0;NA;2;NA;18;0;0;0;0;0;0;1;1;2;0;1;2;1;0;2;2;0;0;NA;2;28;0;0;0;0;0;0;0;0;0;0;NA;0;1;0;0;1;0;0;NA;0;NA;16;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;NA;1;41;0;0;0;0;0;0;1;3;4;1;1;2;1;1;2;4;0;0;NA;2;NA;26;0;0;1;0;0;1;1;1;2;2;1;1;2;1;2;4;0;0;NA;2
21;AA_PLF_12;24;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;pas possible de comprendre l'écriture;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;9;0;0;0;NA;Portugal, frança;2;0;0;NA;0;0;1;0;1;1;1;0;0;0;0;0;1;NA;34;0;0;0;1;lac, tir, x,(bracelets en paille), Visiter, courses;5;0;0;NA;NA;0;1;0;1;1;2;0;2;2;1;4;NA;4;;NA;29;0;0;0;1;"Portugal, festa, familia, casa, ""cado"" (de ""cadeaux""), brincar";6;0;0;NA;NA;0;1;0;1;2;2;0;2;2;0;2;4;"du français ""cados"" (Cadeaux), des partie incompréhensibles.";PLF;f;1;f1;1;24;18;0;0;0;0;0;0;1;3;4;0;0;1;1;0;0;2;0;0;NA;4;NA;13;0;0;0;0;0;0;1;2;3;1;0;2;1;0;0;2;0;0;NA;2;15;0;0;0;0;0;0;1;1;2;0;0;1;1;0;0;2;0;1;NA;1;NA;9;0;0;0;1;0;1;1;0;1;0;0;1;1;1;2;1;0;0;NA;1;39;0;0;0;0;0;0;1;3;4;1;0;1;1;1;2;4;0;3;NA;4;NA;24;0;0;0;0;0;0;1;3;4;1;1;0;1;2;2;1;0;1;NA;7
22;AA_PLF_13;25;8;0;0;0;1;Musée;1;0;0;NA;NA;0;1;0;1;1;1;1;0;1;0;0;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;0;1;1;1;Musée, maîtresse, Roger, dinosaures, mammouths, oiseaux, tomber, tousser, poussière, dessins, s'amuser;11;0;0;NA;Et (2);1;1;2;3;3;3;0;2;2;1;1;NA;5;;NA;35;0;0;0;1;Portugal, brincar, frio, férias aniversário, férias;6;1;0;NA;0;0;1;0;1;2;3;1;1;2;0;0;7;NA;49;0;1;1;1;course d'école, musée, s'amuser, faire d'autres courses;4;1;0;NA;NA;0;1;0;1;3;3;2;2;4;0;1;NA;1;;NA;52;0;1;1;1;saudacár, bevista, contar, feria, praia, jogar, carangueto, bola, restaurante, férias, rir, cair, ferias, saudaçaõ;14;1;0;NA;NA;0;1;0;1;2;3;2;2;4;0;1;1;NA;PLF;f;1;f1;1;25;46;0;0;1;0;0;1;1;3;4;2;1;2;3;1;2;4;0;0;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67;0;0;1;1;1;3;1;3;4;3;0;3;3;2;2;4;0;2;NA;0;NA;30;0;0;1;1;1;3;1;3;4;3;1;2;1;2;1;4;0;0;NA;0;64;0;0;1;1;1;3;1;3;4;3;1;3;2;2;2;4;0;0;NA;1;NA;59;0;0;1;1;1;3;1;3;4;3;1;1;3;1;2;4;0;0;NA;1
23;AA_PLF_2;26;60;0;0;0;1;Course d'école, Sortie en vélo, goûter, Maison, école;5;0;1;L'année dernière;Ensuite, Après, et;3;1;0;2;3;2;1;2;4;2;0;NA;1;NA;NA;35;0;0;0;1;dia de ferias, piscina, nadar, saltar, brincar, dormir;7;0;0;NA;a noite, durante a noite;2;1;0;1;1;2;1;2;3;0;0;1;NA;40;0;0;0;1;Piscine, forêts, animaux, maison;4;0;0;NA;Et ensuite (2);1;1;0;1;1;2;0;2;2;2;0;NA;2;;NA;56;1;0;1;1;dia de férias, praia, nadar, onda, prima, brincar;6;0;0;NA;a noite, depois, durante a noite ;2;1;0;1;3;2;1;2;2;4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;108;0;1;1;1;dia de ferias, Portugal, páscoa, porto, prima, irmã, pais, casa, restaurante, calor, praia, fato de banno, comprar, vila real, chegar;15;0;1;durante a páscoa;NA;0;1;0;2;3;2;1;2;4;0;0;0;NA;PLF;f;1;f1;1;26;55;0;0;1;0;0;1;1;3;4;2;1;2;3;1;2;4;0;2;NA;7;NA;33;0;0;1;1;1;3;1;3;4;3;1;2;1;2;2;4;0;0;NA;0;33;0;0;1;0;0;1;1;3;4;2;0;2;1;2;2;1;1;1;NA;1;NA;55;0;0;1;1;0;2;1;3;4;3;1;2;3;2;2;4;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67;0;0;1;1;1;3;1;3;4;3;1;3;3;2;2;4;0;0;NA;0
24;AA_PLF_3;27;12;0;0;0;1;Foot, tennis, course;3;0;0;NA;Et (2);1;0;0;0;1;1;0;0;1;0;0;NA;2;NA;NA;21;0;0;0;1;praia, primas, passear;3;0;0;NA;de noite;1;1;0;1;1;2;0;0;2;0;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;35;0;0;0;1;Portugal, gelado, agua, casa, prima, comer, familia;7;0;0;NA;depois (2), e, no fim;3;1;0;1;1;2;0;1;2;0;0;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PLF;f;1;f1;1;27;39;0;0;0;0;0;0;1;3;4;0;0;2;3;0;0;0;0;0;NA;3;NA;20;0;0;0;0;0;0;1;3;4;0;0;2;1;0;0;2;0;0;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;0;0;0;0;0;0;1;3;4;1;0;2;1;1;2;1;0;0;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
25;AA_PLF_4;28;28;1;0;1;1;Forêt, course d'école, copines;3;0;2;Ma dernière course d'école, ce jour-là;NA;0;1;0;3;1;2;1;2;1;2;0;NA;2;NA;NA;58;1;0;1;1;ferias, Portugal, aviõ, nvvens, voar, duas, horas, carro, restaurante;8;0;0;NA;NA;0;1;0;1;3;3;1;1;4;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;24;1;0;1;1;férias, praia, brincar, nada de especial;4;0;0;NA;0;0;1;0;1;2;1;2;2;1;0;0;1;NA;75;0;1;1;1;course d'école, activités, bus, golf, signal de Bougie, faire du golf, pic-niquer, jouer, revenir, après-midi;10;0;1;ma dernière course d'école;"le matin, à midi, toute l'après-midi; à trois heures de l'après-midi";4;1;0;2;2;3;1;2;4;0;2;NA;0;;NA;48;1;1;2;1;ferias, mês, pais, avós, braga, comboio, montanha, saõbento, recordaçe~es, fotografias;10;0;1;no mês de Julio;depois;1;1;0;2;1;3;2;2;4;0;0;0;NA;PLF;f;1;f1;1;7;51;0;0;1;0;1;2;1;2;3;3;NA;1;3;2;2;3;0;0;NA;3;NA;60;0;0;1;1;1;3;1;3;4;3;1;2;2;1;2;4;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;0;0;1;1;1;3;1;3;4;3;1;2;3;2;2;4;0;0;NA;1;88;0;0;1;0;1;2;1;3;4;3;1;3;2;2;2;4;0;0;NA;3;NA;60;0;0;1;0;1;2;1;3;4;3;1;2;3;1;2;4;0;0;NA;3
26;AA_PLF_5;29;31;0;0;0;1;Course d'école, texte de français;2;0;NA;NA;NA;0;0;0;NA;1;NA;1;2;2;2;0;NA;4;NA;"1 mot incompréhensible; il n'a rien raconté, il a écrit autre chose";56;0;0;0;1;di de ferias, aeroporto, aviaõ, suiça, aterrar, ospedeira, avõs, aviaõ, perguntar;9;1;0;NA;depois de;1;1;0;1;3;2;0;2;2;0;0;2;NA;73;1;0;1;1;course d'école, forêt, pique-nique, marcher, train, manger, jouer;7;0;0;NA;Après (2), puis;2;1;0;1;3;3;0;2;2;1;0;NA;8;;"Indices du portugais (""florêt"")";81;1;0;1;1;férias, praia, nadar, almoçar, piscina, digestão, amiga, bóias, mãe, afundar, salvar, férias;12;0;0;NA;quando cheguei…, depois (4), e(2);3;1;0;1;1;2;0;2;2;0;0;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;91;0;0;0;1;saudagão aos, ferias, malta, junglês, praia, onda, assustar, dia, ferias, sandaçao aos leitores;18;1;0;NA;depois (2);1;1;0;1;3;3;2;2;4;0;0;0;NA;PLF;f;1;f1;1;29;13;0;0;1;1;0;2;1;1;2;1;1;1;1;0;1;2;0;0;NA;0;NA;27;0;0;1;0;0;1;1;2;3;3;1;2;3;2;2;4;0;0;NA;0;37;0;0;1;0;0;1;1;3;4;2;1;2;3;0;2;2;0;0;NA;0;NA;40;0;0;1;1;0;2;1;3;4;3;1;2;3;2;2;4;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;0;0;1;1;0;2;1;3;4;3;1;2;3;2;2;4;0;0;NA;2
27;AA_PLF_6;30;23;0;0;0;1;Nyon, jouer, exercices;3;0;0;NA;NA;0;1;0;1;3;2;1;2;2;0;2;NA;2;NA;NA;14;0;0;0;1;portgal, jrmão, jogar a bola, bicicleta;4;0;0;NA;NA;0;1;0;1;2;3;1;2;1;0;0;1;NA;47;0;0;0;1;Centre-ville de Nyon, déguisé en abeille, jouer, glisser sur des tapis;4;0;1;Ma dernière course d'école;NA;0;1;0;2;3;3;2;2;4;0;1;NA;0;;NA;36;0;0;0;1;brincar, amigos, domingo, irmão;4;0;0;NA;depois  ;1;0;0;0;1;1;1;2;1;0;0;2;NA;54;0;1;1;1;course d'école, Bassins, visiter, macht de foot, pause, manger, sortie;7;0;1;Il y a un peu de temps;Quand on est arrivé, après (2), Quand on a terminé;3;1;0;2;2;3;0;2;4;0;0;NA;5;;NA;34;0;1;1;1;X, Y, neve, ir, divertir-se, esquecer-se;5;0;0;NA;NA;0;1;0;1;3;5;1;2;3;0;0;3;NA;PLF;f;1;f1;1;30;32;0;0;1;1;0;2;1;2;3;3;0;2;3;1;2;3;0;0;NA;1;NA;39;0;0;1;0;0;1;1;3;4;0;1;1;1;0;2;1;0;0;NA;1;34;0;1;1;1;1;4;1;1;2;3;1;1;1;2;2;3;0;0;NA;0;NA;37;0;1;1;0;1;3;1;3;4;3;1;1;1;2;2;4;0;0;NA;3;66;0;0;1;1;1;3;1;3;4;3;1;2;3;2;2;4;0;0;NA;1;NA;41;0;0;1;1;1;3;1;3;4;3;1;2;3;2;2;4;0;0;NA;2
