rt,trial_type,trial_index,time_elapsed,SubjectID,stimulus,button_pressed,PartExperiment
2034,button-response,23,92828,xjd91bk1b1dp7d967l52kxojebrcoyyb,Preis,1,GermanArticles
1871,button-response,24,94751,xjd91bk1b1dp7d967l52kxojebrcoyyb,Knie,0,GermanArticles
1985,button-response,25,96789,xjd91bk1b1dp7d967l52kxojebrcoyyb,Pflicht,2,GermanArticles
3632,button-response,26,100475,xjd91bk1b1dp7d967l52kxojebrcoyyb,Horn,2,GermanArticles
1940,button-response,27,102469,xjd91bk1b1dp7d967l52kxojebrcoyyb,Glut,1,GermanArticles
2972,button-response,28,105495,xjd91bk1b1dp7d967l52kxojebrcoyyb,Stern,0,GermanArticles
2841,button-response,29,108389,xjd91bk1b1dp7d967l52kxojebrcoyyb,Beil,1,GermanArticles
4814,button-response,30,113256,xjd91bk1b1dp7d967l52kxojebrcoyyb,Platz,2,GermanArticles
5653,button-response,31,118962,xjd91bk1b1dp7d967l52kxojebrcoyyb,Front,2,GermanArticles
3335,button-response,32,122349,xjd91bk1b1dp7d967l52kxojebrcoyyb,Saal,1,GermanArticles
1582,button-response,33,123984,xjd91bk1b1dp7d967l52kxojebrcoyyb,Spur,2,GermanArticles
2773,button-response,34,126811,xjd91bk1b1dp7d967l52kxojebrcoyyb,Brot,2,GermanArticles
1567,button-response,35,128431,xjd91bk1b1dp7d967l52kxojebrcoyyb,Fleck,1,GermanArticles
2721,button-response,36,131204,xjd91bk1b1dp7d967l52kxojebrcoyyb,Steak,0,GermanArticles
2127,button-response,37,133384,xjd91bk1b1dp7d967l52kxojebrcoyyb,Kinn,0,GermanArticles
1200,button-response,38,134635,xjd91bk1b1dp7d967l52kxojebrcoyyb,Boot,2,GermanArticles
2343,button-response,39,137031,xjd91bk1b1dp7d967l52kxojebrcoyyb,Ohr,2,GermanArticles
4516,button-response,40,141600,xjd91bk1b1dp7d967l52kxojebrcoyyb,Chor,0,GermanArticles
1146,button-response,41,142799,xjd91bk1b1dp7d967l52kxojebrcoyyb,Baum,2,GermanArticles
1871,button-response,42,144722,xjd91bk1b1dp7d967l52kxojebrcoyyb,Mund,0,GermanArticles
2431,button-response,43,147207,xjd91bk1b1dp7d967l52kxojebrcoyyb,Strand,1,GermanArticles
4782,button-response,44,152043,xjd91bk1b1dp7d967l52kxojebrcoyyb,Berg,2,GermanArticles
1764,button-response,45,153860,xjd91bk1b1dp7d967l52kxojebrcoyyb,Hemd,2,GermanArticles
3640,button-response,47,177482,xjd91bk1b1dp7d967l52kxojebrcoyyb,de vuur,2,DutchArticlesUsual
1758,button-response,48,179293,xjd91bk1b1dp7d967l52kxojebrcoyyb,de hart,2,DutchArticlesUsual
1797,button-response,49,181143,xjd91bk1b1dp7d967l52kxojebrcoyyb,de ding,2,DutchArticlesUsual
3329,button-response,50,184525,xjd91bk1b1dp7d967l52kxojebrcoyyb,de koek,0,DutchArticlesUsual
2769,button-response,51,187346,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne gloed,1,DutchArticlesUsual
1960,button-response,52,189360,xjd91bk1b1dp7d967l52kxojebrcoyyb,het stuk,2,DutchArticlesUsual
995,button-response,53,190407,xjd91bk1b1dp7d967l52kxojebrcoyyb,het woord,2,DutchArticlesUsual
2537,button-response,54,192997,xjd91bk1b1dp7d967l52kxojebrcoyyb,het fiets,2,DutchArticlesUsual
3642,button-response,55,196691,xjd91bk1b1dp7d967l52kxojebrcoyyb,het stoel,2,DutchArticlesUsual
1495,button-response,56,198239,xjd91bk1b1dp7d967l52kxojebrcoyyb,de trein,0,DutchArticlesUsual
1030,button-response,57,199321,xjd91bk1b1dp7d967l52kxojebrcoyyb,de speld,0,DutchArticlesUsual
1189,button-response,58,200563,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne stap,1,DutchArticlesUsual
1231,button-response,59,201847,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne kant,1,DutchArticlesUsual
1197,button-response,60,203097,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne vrucht,1,DutchArticlesUsual
1151,button-response,61,204301,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne kin,1,DutchArticlesUsual
717,button-response,62,205070,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne plicht,1,DutchArticlesUsual
861,button-response,63,205985,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne zaak,1,DutchArticlesUsual
733,button-response,64,206771,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne stad,1,DutchArticlesUsual
1785,button-response,65,208609,xjd91bk1b1dp7d967l52kxojebrcoyyb,het huis,0,DutchArticlesUsual
1158,button-response,66,209820,xjd91bk1b1dp7d967l52kxojebrcoyyb,de naam,0,DutchArticlesUsual
1432,button-response,67,211305,xjd91bk1b1dp7d967l52kxojebrcoyyb,de beeld,2,DutchArticlesUsual
3181,button-response,68,214538,xjd91bk1b1dp7d967l52kxojebrcoyyb,de werk,2,DutchArticlesUsual
3681,button-response,69,218271,xjd91bk1b1dp7d967l52kxojebrcoyyb,het rol,2,DutchArticlesUsual
1402,button-response,70,219726,xjd91bk1b1dp7d967l52kxojebrcoyyb,het veld,0,DutchArticlesUsual
1121,button-response,71,220900,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne zaal,1,DutchArticlesUsual
7681,button-response,72,228634,xjd91bk1b1dp7d967l52kxojebrcoyyb,het jaar,0,DutchArticlesUsual
2766,button-response,73,231453,xjd91bk1b1dp7d967l52kxojebrcoyyb,het film,2,DutchArticlesUsual
1089,button-response,74,232594,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne knie,1,DutchArticlesUsual
2179,button-response,75,234826,xjd91bk1b1dp7d967l52kxojebrcoyyb,het maand,2,DutchArticlesUsual
2977,button-response,76,237855,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne poort,1,DutchArticlesUsual
1016,button-response,77,238923,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne mand,1,DutchArticlesUsual
1555,button-response,78,240531,xjd91bk1b1dp7d967l52kxojebrcoyyb,nen bijl,1,DutchArticlesUsual
3267,button-response,79,243851,xjd91bk1b1dp7d967l52kxojebrcoyyb,de pijn,0,DutchArticlesUsual
1332,button-response,80,245235,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne geur,1,DutchArticlesUsual
1509,button-response,82,250956,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne plicht,1,DutchArticlesOwnUse
667,button-response,83,251676,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne stad,1,DutchArticlesOwnUse
617,button-response,84,252344,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne kin,1,DutchArticlesOwnUse
536,button-response,85,252932,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne stap,1,DutchArticlesOwnUse
531,button-response,86,253516,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne kant,1,DutchArticlesOwnUse
680,button-response,87,254248,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne zaak,1,DutchArticlesOwnUse
550,button-response,88,254849,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne gloed,1,DutchArticlesOwnUse
606,button-response,89,255508,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne vrucht,1,DutchArticlesOwnUse
558,button-response,90,256118,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne poort,1,DutchArticlesOwnUse
488,button-response,91,256658,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne mand,1,DutchArticlesOwnUse
533,button-response,92,257243,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne zaal,1,DutchArticlesOwnUse
470,button-response,93,257766,xjd91bk1b1dp7d967l52kxojebrcoyyb,nen bijl,1,DutchArticlesOwnUse
542,button-response,94,258361,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne knie,1,DutchArticlesOwnUse
662,button-response,95,259075,xjd91bk1b1dp7d967l52kxojebrcoyyb,ne geur,1,DutchArticlesOwnUse
3732,button-response,2,209751,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Uhr,2,GermanArticles
2663,button-response,3,212469,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Brust,0,GermanArticles
3935,button-response,4,216472,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Beil,1,GermanArticles
3285,button-response,5,219810,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Stadt,1,GermanArticles
1975,button-response,6,221844,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Brot,2,GermanArticles
5749,button-response,7,227646,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Tour,2,GermanArticles
2681,button-response,8,230380,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Horn,1,GermanArticles
3343,button-response,9,233778,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Ohr,2,GermanArticles
5235,button-response,10,239066,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Boot,1,GermanArticles
1583,button-response,11,240703,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Platz,0,GermanArticles
3917,button-response,12,244676,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Mund,1,GermanArticles
3486,button-response,13,248215,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Knie,1,GermanArticles
4144,button-response,14,252412,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Sicht,0,GermanArticles
1593,button-response,15,254058,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Park,2,GermanArticles
1438,button-response,16,255549,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Nacht,1,GermanArticles
3285,button-response,17,258895,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Kinn,0,GermanArticles
2268,button-response,18,261226,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Strand,2,GermanArticles
1776,button-response,19,263055,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Spur,0,GermanArticles
3058,button-response,20,266166,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Lohn,2,GermanArticles
4805,button-response,21,271026,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Kunst,1,GermanArticles
1082,button-response,22,272163,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Bahn,0,GermanArticles
2322,button-response,23,274554,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Frucht,1,GermanArticles
2234,button-response,24,276841,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Schiff,2,GermanArticles
2853,button-response,25,279747,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Licht,2,GermanArticles
2919,button-response,26,282732,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Chor,0,GermanArticles
3554,button-response,27,286352,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Schaum,2,GermanArticles
2963,button-response,28,289368,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Berg,1,GermanArticles
2847,button-response,29,292270,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Quiz,0,GermanArticles
3904,button-response,30,296227,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Baum,1,GermanArticles
4744,button-response,31,301026,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Preis,1,GermanArticles
1555,button-response,32,302634,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Steak,0,GermanArticles
2450,button-response,33,305137,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Fleck,2,GermanArticles
2271,button-response,34,307462,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Wurst,1,GermanArticles
3904,button-response,35,311418,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Stern,0,GermanArticles
2569,button-response,36,314041,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Wald,0,GermanArticles
2373,button-response,37,316471,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Front,2,GermanArticles
1500,button-response,38,318024,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Pflicht,0,GermanArticles
2624,button-response,39,320701,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Tür,1,GermanArticles
1588,button-response,40,322343,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Pfahl,0,GermanArticles
1591,button-response,41,323987,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Glut,2,GermanArticles
4257,button-response,42,328298,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Hemd,0,GermanArticles
2012,button-response,43,330364,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Deich,0,GermanArticles
2939,button-response,44,333359,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Hand,1,GermanArticles
3296,button-response,45,336716,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,Saal,1,GermanArticles
3401,button-response,47,389482,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne zaak,1,DutchArticlesUsual
4684,button-response,48,394220,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,nen bijl,1,DutchArticlesUsual
14106,button-response,49,408390,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne poort,1,DutchArticlesUsual
11254,button-response,50,419698,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne knie,0,DutchArticlesUsual
3772,button-response,51,423523,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het stuk,0,DutchArticlesUsual
11208,button-response,52,434797,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het huis,0,DutchArticlesUsual
4067,button-response,53,438919,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de speld,0,DutchArticlesUsual
8830,button-response,54,447802,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de werk,2,DutchArticlesUsual
3166,button-response,55,451021,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne geur,1,DutchArticlesUsual
6288,button-response,56,457362,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne stap,1,DutchArticlesUsual
6379,button-response,57,463794,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het fiets,2,DutchArticlesUsual
2277,button-response,58,466124,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne zaal,1,DutchArticlesUsual
935,button-response,59,467113,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne gloed,1,DutchArticlesUsual
2153,button-response,60,469319,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de pijn,0,DutchArticlesUsual
4523,button-response,61,473895,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het woord,0,DutchArticlesUsual
4700,button-response,62,478648,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne kin,1,DutchArticlesUsual
5152,button-response,63,483853,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het rol,2,DutchArticlesUsual
2589,button-response,64,486495,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de koek,0,DutchArticlesUsual
7107,button-response,65,493656,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de beeld,2,DutchArticlesUsual
2201,button-response,66,495919,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de hart,2,DutchArticlesUsual
1334,button-response,67,497306,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne vrucht,1,DutchArticlesUsual
1938,button-response,68,499297,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne mand,1,DutchArticlesUsual
7470,button-response,69,506820,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de ding,1,DutchArticlesUsual
1738,button-response,70,508611,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de naam,0,DutchArticlesUsual
1403,button-response,71,510067,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne kant,1,DutchArticlesUsual
2022,button-response,72,512151,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne stad,1,DutchArticlesUsual
1672,button-response,73,513876,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het film,2,DutchArticlesUsual
1259,button-response,74,515188,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne plicht,1,DutchArticlesUsual
1951,button-response,75,517200,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het stoel,2,DutchArticlesUsual
1217,button-response,76,518470,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het veld,0,DutchArticlesUsual
935,button-response,77,519458,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de trein,0,DutchArticlesUsual
935,button-response,78,520446,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het jaar,0,DutchArticlesUsual
2682,button-response,79,523181,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,het maand,2,DutchArticlesUsual
2003,button-response,80,525237,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,de vuur,2,DutchArticlesUsual
6022,button-response,82,536770,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne kant,1,DutchArticlesOwnUse
3133,button-response,83,539956,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,nen bijl,1,DutchArticlesOwnUse
7630,button-response,84,547639,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne poort,1,DutchArticlesOwnUse
1520,button-response,85,549212,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne vrucht,1,DutchArticlesOwnUse
757,button-response,86,550025,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne stap,1,DutchArticlesOwnUse
867,button-response,87,550955,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne knie,1,DutchArticlesOwnUse
710,button-response,88,551717,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne zaak,1,DutchArticlesOwnUse
11078,button-response,89,562848,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne gloed,1,DutchArticlesOwnUse
2119,button-response,90,565020,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne stad,1,DutchArticlesOwnUse
4846,button-response,91,569918,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne geur,1,DutchArticlesOwnUse
715,button-response,92,570687,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne plicht,1,DutchArticlesOwnUse
481,button-response,93,571221,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne kin,1,DutchArticlesOwnUse
459,button-response,94,571733,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne zaal,1,DutchArticlesOwnUse
548,button-response,95,572347,xo1pt8e6fgkwe58ottxmrd9qrro8bbge,ne mand,1,DutchArticlesOwnUse
5570,button-response,2,21757,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Sicht,2,GermanArticles
1616,button-response,3,23428,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Fleck,0,GermanArticles
2062,button-response,4,25543,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Horn,1,GermanArticles
1355,button-response,5,26953,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Nacht,0,GermanArticles
2177,button-response,6,29184,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Licht,2,GermanArticles
2608,button-response,7,31844,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Stern,0,GermanArticles
3978,button-response,8,35875,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Baum,1,GermanArticles
2114,button-response,9,38076,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Park,2,GermanArticles
3411,button-response,10,41542,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Bahn,1,GermanArticles
1442,button-response,11,43039,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Uhr,2,GermanArticles
6750,button-response,12,49851,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Front,2,GermanArticles
5240,button-response,13,55149,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Chor,2,GermanArticles
1225,button-response,14,56429,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Deich,0,GermanArticles
1738,button-response,15,58221,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Wurst,1,GermanArticles
2526,button-response,16,60800,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Preis,1,GermanArticles
2077,button-response,17,62930,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Tour,0,GermanArticles
1280,button-response,18,64262,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Kunst,0,GermanArticles
1894,button-response,19,66209,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Kinn,0,GermanArticles
1272,button-response,20,67534,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Knie,2,GermanArticles
1514,button-response,21,69099,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Hand,1,GermanArticles
1819,button-response,22,70971,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Platz,1,GermanArticles
1574,button-response,23,72597,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Lohn,2,GermanArticles
2785,button-response,24,75435,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Pfahl,0,GermanArticles
1038,button-response,25,76525,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Saal,1,GermanArticles
4074,button-response,26,80653,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Quiz,0,GermanArticles
2558,button-response,27,83264,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Pflicht,1,GermanArticles
1758,button-response,28,85073,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Mund,0,GermanArticles
2315,button-response,29,87441,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Boot,2,GermanArticles
2062,button-response,30,89556,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Ohr,2,GermanArticles
1201,button-response,31,90808,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Berg,0,GermanArticles
1222,button-response,32,92083,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Wald,1,GermanArticles
3802,button-response,33,95937,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Frucht,0,GermanArticles
1266,button-response,34,97257,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Schaum,0,GermanArticles
1450,button-response,35,98760,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Stadt,1,GermanArticles
2419,button-response,36,101230,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Spur,2,GermanArticles
1172,button-response,37,102454,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Hemd,0,GermanArticles
1765,button-response,38,104272,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Schiff,2,GermanArticles
1264,button-response,39,105587,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Glut,0,GermanArticles
3048,button-response,40,108688,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Strand,2,GermanArticles
1333,button-response,41,110076,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Beil,1,GermanArticles
2189,button-response,42,112319,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Brot,0,GermanArticles
1791,button-response,43,114164,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Tür,1,GermanArticles
2310,button-response,44,116526,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Brust,1,GermanArticles
1690,button-response,45,118268,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,Steak,2,GermanArticles
4930,button-response,47,126770,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne stad,1,DutchArticlesUsual
5760,button-response,48,132584,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne vrucht,1,DutchArticlesUsual
5142,button-response,49,137782,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne poort,1,DutchArticlesUsual
5916,button-response,50,143754,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne stap,1,DutchArticlesUsual
4066,button-response,51,147874,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het maand,2,DutchArticlesUsual
2168,button-response,52,150096,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,nen bijl,1,DutchArticlesUsual
18517,button-response,53,168669,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de ding,2,DutchArticlesUsual
2479,button-response,54,171207,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne mand,1,DutchArticlesUsual
1670,button-response,55,172933,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het rol,1,DutchArticlesUsual
1523,button-response,56,174513,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de koek,0,DutchArticlesUsual
1483,button-response,57,176052,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het jaar,0,DutchArticlesUsual
1491,button-response,58,177599,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne geur,1,DutchArticlesUsual
2194,button-response,59,179850,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het stuk,0,DutchArticlesUsual
3944,button-response,60,183849,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het fiets,2,DutchArticlesUsual
1031,button-response,61,184935,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne zaak,1,DutchArticlesUsual
5995,button-response,62,190983,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de beeld,1,DutchArticlesUsual
1468,button-response,63,192504,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de hart,1,DutchArticlesUsual
1805,button-response,64,194362,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het stoel,1,DutchArticlesUsual
2499,button-response,65,196913,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de vuur,1,DutchArticlesUsual
1955,button-response,66,198920,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de naam,0,DutchArticlesUsual
1752,button-response,67,200724,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het huis,0,DutchArticlesUsual
1194,button-response,68,201971,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het veld,0,DutchArticlesUsual
1662,button-response,69,203685,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne zaal,2,DutchArticlesUsual
3357,button-response,70,207095,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne knie,1,DutchArticlesUsual
874,button-response,71,208020,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne kin,1,DutchArticlesUsual
766,button-response,72,208838,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne kant,1,DutchArticlesUsual
743,button-response,73,209635,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne gloed,1,DutchArticlesUsual
1635,button-response,74,211324,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de trein,0,DutchArticlesUsual
1952,button-response,75,213328,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het film,1,DutchArticlesUsual
1341,button-response,76,214722,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne plicht,1,DutchArticlesUsual
3568,button-response,77,218341,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de werk,1,DutchArticlesUsual
3596,button-response,78,221990,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de speld,0,DutchArticlesUsual
727,button-response,79,222770,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,de pijn,0,DutchArticlesUsual
879,button-response,80,223726,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,het woord,0,DutchArticlesUsual
2208,button-response,82,230310,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne poort,1,DutchArticlesOwnUse
889,button-response,83,231251,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne kin,1,DutchArticlesOwnUse
618,button-response,84,231921,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,nen bijl,1,DutchArticlesOwnUse
695,button-response,85,232667,y22w2x1psgdnvcqn2n9ufqtpnv0cwr13,ne plicht,1,DutchArticlesOwnUse
